Top-100 recommended products for customer 409191:
items_id 		 similarity
(3217770314177, 1.0000000000000937)
(2000, 1.000000000000027)
(3466250015237, 0.9999999999999968)
(3116430208934, 0.999999999999986)
(5449000131836, 0.9999999999999323)
(13600015, 0.2910909227056551)
(3466250015015, 0.26083860375888274)
(3057640228728, 0.18791070839506982)
(3579260039404, 0.17088333789506716)
(3021760400036, 0.1655032008720444)
(3466250039394, 0.1651861681364787)
(3092718603014, 0.1548219734477205)
(3329770055803, 0.15196792922442445)
(3124480235558, 0.14840650438408604)
(3660475110016, 0.1458007097492299)
(3092718605971, 0.14327673770329058)
(3449852019001, 0.13232754553883394)
(408, 0.13116087759983974)
(5038862326100, 0.13055662640467305)
(5449000133328, 0.12986227308018564)
(3217770310735, 0.12869193254842884)
(3378850001025, 0.1282766203826634)
(3378850001049, 0.1263446046780297)
(7622210421968, 0.12614015744822532)
(3178530409734, 0.1253779467363843)
(3760122960671, 0.12256717625215074)
(3367651007879, 0.12132066877701066)
(306, 0.1207958731920028)
(13600075, 0.12050381377694806)
(3217770314191, 0.11923998062618328)
(3281780091434, 0.11781906189746984)
(3367651002393, 0.11770405249396743)
(3367651002812, 0.1168024785959154)
(3124480184955, 0.11619026350736793)
(3502110003201, 0.1160957058227037)
(5038862368209, 0.1158557255259588)
(3281780091250, 0.11570343613224483)
(6027, 0.11567570078000992)
(3367651006582, 0.11556235270033248)
(3178530408744, 0.11465705910284153)
(3449860429342, 0.11373451573592976)
(3178530408485, 0.11347604421670993)
(3242272922056, 0.11094035820190194)
(5449000214799, 0.10864210869998635)
(3449854093009, 0.10760634476403862)
(54492387, 0.1052720491869261)
(5461033, 0.10455836182902373)
(3425909001069, 0.10442142254988841)
(3461018, 0.10350214404454558)
(3217770314153, 0.10291328732368328)
(3425909000482, 0.1026334042603051)
(3021760400043, 0.0988778990086286)
(3103220009062, 0.09590747986285364)
(3760122960541, 0.0942794394794714)
(3367651005479, 0.09281640279543454)
(3168930000020, 0.09174321095375895)
(401, 0.0917367971880992)
(3367651005097, 0.09164760368477581)
(3217770310759, 0.09133422825448664)
(3217770310742, 0.09059837805228102)
(3425909001229, 0.08895829507038212)
(3068320111612, 0.08879869263048973)
(404, 0.08769410639683749)
(12520039, 0.08741028893161146)
(7622210601988, 0.08739649947872558)
(3174780000363, 0.08736007311561546)
(5449000232465, 0.08562836577392537)
(3367651002959, 0.08495586669969421)
(3168930000105, 0.0844269710816579)
(3367651001884, 0.08441117285200081)
(3057640117008, 0.08334116178850037)
(3700009252567, 0.08285521756410578)
(999007, 0.08203776898078595)
(3367651000054, 0.08058121263121312)
(3329770050648, 0.0804937255379577)
(3425909001205, 0.07942849531460745)
(3367651000825, 0.07916855590714317)
(3449865267482, 0.07896542087102558)
(8410000810004, 0.07824161793475033)
(3449850418158, 0.07800741105609227)
(3461005, 0.07770464034460574)
(3021760403891, 0.07752449966998874)
(3450014, 0.07711281873669076)
(3090291386058, 0.07653225229635047)
(3450021, 0.07623294769901175)
(3217770314160, 0.0760383960339163)
(3068320099651, 0.07601768205142705)
(8002270015328, 0.07598952449275953)
(3017760756198, 0.07559946673864663)
(3242274000059, 0.07547916089790274)
(3242272861058, 0.07466170346129933)
(3425909001212, 0.0745820344888038)
(5461030, 0.07430681743678294)
(451, 0.07429194868417599)
(1, 0.07357085023720876)
(3242272252054, 0.07356846060468995)
(3268840001008, 0.07328647306697994)
(3124480167057, 0.07317199064408186)
(3217770314146, 0.07301534283687273)
(7622210469403, 0.07273184425640664)
