Top-100 recommended products for customer 195105:
items_id 		 similarity
(4011100005884, 0.9999999999999999)
(3555080708591, 0.408248290463863)
(3250390686217, 0.408248290463863)
(3285160096996, 0.31622776601683794)
(3760122965614, 0.3162277660168379)
(3229820792224, 0.2886751345948129)
(3272610000658, 0.2672612419124244)
(3165950217797, 0.26490647141300877)
(3609200005357, 0.24999999999999994)
(3513851559537, 0.24999999999999994)
(3103220009222, 0.23570226039551587)
(3378850008000, 0.2357022603955158)
(3513851559575, 0.2357022603955158)
(8714786258969, 0.22941573387056174)
(8421369942, 0.22941573387056174)
(30034099, 0.22941573387056174)
(7638900345025, 0.22941573387056174)
(3700520450312, 0.22941573387056174)
(272428302640, 0.22941573387056174)
(888837245524, 0.22941573387056174)
(4905524931181, 0.22941573387056174)
(5420019731286, 0.22941573387056174)
(8711000523728, 0.22941573387056174)
(9782809658385, 0.22941573387056174)
(3663350035558, 0.22941573387056174)
(3174660000902, 0.22941573387056174)
(4893808201023, 0.22941573387056174)
(8000500133651, 0.22941573387056174)
(3378921953055, 0.22941573387056174)
(11543820116, 0.22941573387056174)
(11543820130, 0.22941573387056174)
(5420019722222, 0.22941573387056174)
(3217770310384, 0.22360679774997896)
(3116430208538, 0.22360679774997896)
(5000159501880, 0.21821789023599242)
(3245550078674, 0.21320071635561041)
(3068320116747, 0.20203050891044214)
(4004641216987, 0.2)
(8001090245045, 0.2)
(8000500203873, 0.19611613513818402)
(3608580002635, 0.1889822365046136)
(3017620716393, 0.1889822365046136)
(3116740011248, 0.1889822365046136)
(3465814068092, 0.1889822365046136)
(3178530410464, 0.1889822365046136)
(3242272921264, 0.1825741858350554)
(8714100636220, 0.17677669529663687)
(3800020416112, 0.16903085094570333)
(4000417701008, 0.16329931618554525)
(8413080000532, 0.16222142113076252)
(3158849362265, 0.16222142113076252)
(3250547004185, 0.16222142113076252)
(3046920093026, 0.16222142113076252)
(7622210745804, 0.16222142113076252)
(8711000522219, 0.16222142113076252)
(7622210393579, 0.16222142113076252)
(3017620721472, 0.16222142113076252)
(3158841737085, 0.16222142113076252)
(8806085691308, 0.16222142113076252)
(11543345114, 0.16222142113076252)
(9002490239244, 0.16012815380508713)
(9782266276184, 0.16012815380508713)
(3700232600685, 0.16012815380508713)
(3048461391005, 0.16012815380508713)
(3760122965607, 0.15811388300841894)
(3068230013273, 0.15430334996209194)
(8713800110146, 0.15430334996209194)
(5038862396103, 0.15430334996209194)
(3165950217810, 0.15294382258037448)
(4009900500654, 0.15294382258037448)
(3242272967057, 0.14744195615489714)
(3256540031012, 0.14509525002200233)
(3279231983001, 0.14509525002200233)
(7640125388213, 0.1414213562373095)
(3118157002024, 0.1414213562373095)
(3242272995050, 0.1414213562373095)
(5420019710182, 0.1414213562373095)
(451, 0.14021301392160862)
(3076820005010, 0.1336306209562122)
(3103220009260, 0.13355611265883557)
(3220035310005, 0.13245323570650439)
(3608580002628, 0.13245323570650439)
(3700520420308, 0.13245323570650439)
(3292070007806, 0.13245323570650439)
(8722700113348, 0.13245323570650439)
(8000920704974, 0.13245323570650439)
(4001686339824, 0.1307440900921227)
(5449000223487, 0.12909944487358058)
(8002270686566, 0.12909944487358055)
(8002270356520, 0.12909944487358055)
(3116740031710, 0.1283881477532739)
(3103220009062, 0.12810252304406972)
(3800020421260, 0.12792042981336627)
(3367651003086, 0.12262786789699316)
(3017620690464, 0.12262786789699316)
(3217770310339, 0.11952286093343936)
(7622210988034, 0.11624763874381927)
(5053990107308, 0.11624763874381927)
(3165950218336, 0.11547005383792518)
(8714786226388, 0.11547005383792518)
