Top-100 recommended products for customer 308001:
items_id 		 similarity
(404, 0.9999999999928777)
(401, 0.6773328748719807)
(3425909000482, 0.4729215732541613)
(3217770314146, 0.3727376557283684)
(303, 0.34245216086965063)
(301, 0.3341640465903001)
(3425909001021, 0.2547451371705616)
(3425909001007, 0.2533543798921191)
(5449000232465, 0.24391634726462652)
(3425909001014, 0.23610383751881242)
(5000159407236, 0.21355585023530846)
(12520039, 0.21314990348984944)
(3700205840797, 0.21240874900548892)
(3700205840766, 0.2042231718823433)
(3700205840759, 0.20050924515540489)
(5000159461122, 0.1970781539961052)
(3700205840773, 0.19445848585527087)
(5449000232489, 0.19255321933333308)
(3217770310711, 0.19076342050571493)
(5000159459228, 0.1906508517250481)
(3700205840780, 0.18916119981336224)
(3700205840629, 0.18792289529258493)
(40111216, 0.1863881865527299)
(3217770310735, 0.1862698565980442)
(3700205840643, 0.18409857891693346)
(3425909002011, 0.17625920645944532)
(3217770310902, 0.1651319736496803)
(3700205840650, 0.16120510943766558)
(3700205840636, 0.16076065454314464)
(3174780000363, 0.1569102661592853)
(306, 0.14890028061019966)
(3217770314191, 0.1439019933740746)
(3068320111612, 0.1295379669321467)
(3274080005003, 0.1292425182003576)
(3217770310919, 0.12842786280519128)
(3217770310759, 0.12534940153599833)
(13600075, 0.12417448539667314)
(3425909001083, 0.12167331297453529)
(408, 0.12029264067561078)
(12520046, 0.11984077973921288)
(12520053, 0.11877525048451164)
(3268840001008, 0.11612747832192365)
(3217770310742, 0.11482998064706008)
(5449000214911, 0.11437035630453742)
(3425909001069, 0.11404877604359777)
(451, 0.1124243129875393)
(5449000131836, 0.11202974290319281)
(9002490205973, 0.11128987227928279)
(3425909001076, 0.10888019612991842)
(3217770314153, 0.10665868888250223)
(3425901018140, 0.10656962552026501)
(7622210601988, 0.10652234368730044)
(3217770314177, 0.10565820435603751)
(3068320099651, 0.10479466356861726)
(45855993, 0.10321676526291432)
(3425909001229, 0.09779541263078369)
(3068320014067, 0.09574764758746272)
(3217770310162, 0.09547964891841725)
(9999, 0.09387405620589208)
(1, 0.09372377787264581)
(3242272861058, 0.092341544692914)
(3068320040103, 0.09228660244306612)
(3011449301877, 0.09223709818577633)
(8002270015328, 0.0912537020677219)
(407, 0.09046612805130849)
(3367651001884, 0.0891612143491098)
(3367651000825, 0.08905487379977314)
(3168930000020, 0.0880829154273398)
(7445935, 0.08350736286012675)
(3103220009062, 0.08319166301662292)
(8002270014901, 0.08305300066576088)
(3367651000061, 0.08290973623403372)
(3425909001205, 0.08266191845057075)
(3425909002028, 0.08224526751771565)
(3425909001212, 0.08137078098201937)
(3217770310025, 0.08028102297134)
(3217770310704, 0.07999472027465585)
(3242272845256, 0.07984311768478825)
(3367651000832, 0.07898161124930039)
(3242272856559, 0.07855819258001027)
(5449000054227, 0.07795355944110609)
(3217770314160, 0.0774916783532427)
(4190175, 0.077371617415343)
(3425909001243, 0.0770662465929023)
(3425909001236, 0.07669582578246)
(3425909001182, 0.07635405219448346)
(12520268, 0.07612988866932266)
(40052397, 0.07606309969001057)
(3124480167026, 0.07600021409372708)
(18064205, 0.07588306042291056)
(3242274000059, 0.07586111314965807)
(3367651003307, 0.07541296075429213)
(3367651001891, 0.07532442626373297)
(3242272845157, 0.07496527938262325)
(3228886043714, 0.07446500770100546)
(3168930000105, 0.0743113608130452)
(302, 0.07390777883210159)
(19419902, 0.07326769392898853)
(2, 0.07219396030719946)
(3425901028170, 0.07197154343346739)
