Top-100 recommended products for customer 607335:
items_id 		 similarity
(3217770310902, 1.0000000000000386)
(3217770310919, 0.12407279164763814)
(3425901018140, 0.10414066923589547)
(401, 0.09414618936470515)
(404, 0.07941086722436443)
(451, 0.07895811672844413)
(3425909000482, 0.07743646088243475)
(3217770310735, 0.07563594217281366)
(3217770310711, 0.07406887225387976)
(306, 0.06658351150214917)
(3217770314191, 0.06089532293295534)
(3268840001008, 0.059137711542071494)
(6026, 0.05786371906067204)
(3425909001069, 0.05685399433957163)
(5449000214911, 0.05517334283506892)
(3425909001205, 0.05095514620270387)
(3217770310926, 0.04989915208549858)
(408, 0.04953831449669348)
(3425909001021, 0.04801153545111773)
(7070091000701, 0.04675946588720641)
(3217770314146, 0.046668945836223365)
(3217770310759, 0.04666281158621726)
(3367651000061, 0.0464887450553935)
(3425901028170, 0.045577221715829654)
(3425909001212, 0.04550341980414223)
(3425909001229, 0.04465179174810746)
(3217770310742, 0.04458827508217493)
(3579260039398, 0.04450818139581878)
(3367651000832, 0.04372821103463455)
(407, 0.04336737800346585)
(1, 0.04307962157673857)
(3425909002011, 0.04245984973304113)
(3367651001853, 0.04233485950571195)
(3242272845157, 0.04224274349378158)
(5449000232465, 0.041706763809107)
(4011100038653, 0.04152234634528204)
(3242272859055, 0.041487558872419054)
(3124480167026, 0.041192653151809415)
(3179732390714, 0.04101894852693882)
(3057640317743, 0.04098527294390326)
(45855993, 0.04096753188788309)
(12520039, 0.04076492464280942)
(3103220009062, 0.040662661861427224)
(12520268, 0.0403676873562227)
(3242272921059, 0.04035534483635517)
(13600075, 0.04034093532396233)
(3242272845355, 0.04030282624830293)
(40052397, 0.03977855980324432)
(302, 0.039716513215948525)
(3242272890959, 0.039279921675914306)
(3228886043714, 0.03923188339171263)
(3168930003816, 0.03879701281228639)
(3700205840759, 0.038499389211967036)
(5000159492737, 0.0381958759463677)
(3217770310025, 0.037718840247627936)
(3068320114453, 0.037690929555288716)
(3425909001243, 0.03751147095941286)
(3068320105444, 0.037363976117463116)
(3367651003307, 0.03730119298844336)
(3466250015015, 0.036878735201154235)
(5053990107339, 0.03663461559913036)
(3057640379048, 0.03641970730453148)
(3174780000363, 0.03587805260762937)
(3068320111612, 0.03441341535188317)
(3217770314177, 0.034130550092871005)
(5000159407236, 0.0335628621208152)
(3425909001007, 0.0334792384553082)
(3425909001014, 0.03346258175529871)
(3011449301877, 0.03338316528285156)
(5449000232489, 0.03313973116093632)
(3274080005003, 0.03301177667128434)
(3217770314153, 0.032879552893402414)
(12520053, 0.03264344684766256)
(40111216, 0.030547293419695937)
(8717306130615, 0.030422771786806375)
(3158849232001, 0.030422771786806364)
(3425901015811, 0.029233510647032442)
(5000159461122, 0.02868092656289356)
(3700205840766, 0.02777515879230055)
(9002490205973, 0.0275621607529973)
(3425901015903, 0.027487214737662486)
(3068320040103, 0.02712818482731224)
(303, 0.026718232716375103)
(3700205840797, 0.026602964543773595)
(12520046, 0.026477406427043573)
(5000159459228, 0.026212203764399495)
(3700205840643, 0.026210963553103497)
(3700205840629, 0.025735282567965947)
(3425909001083, 0.025693619315559257)
(5449000131836, 0.02563872122862231)
(3700205840780, 0.024938222792534732)
(3701239300011, 0.024754580840383615)
(3367651001884, 0.02473249227087567)
(3217770310162, 0.024685523475250964)
(3217770310810, 0.024527622756289807)
(7622210601988, 0.024392085602841427)
(301, 0.02430670196338295)
(3425909002028, 0.024212992400078508)
(3242272856559, 0.02415088809479475)
(3425901018171, 0.023995602663376345)
